Profile,Census_Year,Category,Sub_Category,Sub_Order,Value
India (country of birth),2016,Personal weekly income - detailed,"$1,750 - $1,999",13,419
India (country of birth),2016,Personal weekly income - detailed,"$2,000 - $2,999",14,674
India (country of birth),2016,Personal weekly income - detailed,"$3,000 or more",15,189
India (country of birth),2016,Personal weekly income - detailed,Not stated,16,63
India (country of birth),2016,Personal weekly income - detailed,Not applicable,17,500
India (country of birth),2016,Personal weekly income - overview,Less than $500 (Low),1,1791
India (country of birth),2016,Personal weekly income - overview,"$500 - $1,749 (Moderate)",2,2442
India (country of birth),2016,Personal weekly income - overview,"$1,750 or more (High)",3,1282
India (country of birth),2016,Personal weekly income - overview,Not stated,4,63
India (country of birth),2016,Personal weekly income - overview,Not applicable,5,500
India (country of birth),2016,Household composition,One family household with only family members present,1,3454
India (country of birth),2016,Household composition,One family household with non-family members present,2,170
India (country of birth),2016,Household composition,Two family household,3,48
India (country of birth),2016,Household composition,Three or more family household,4,0
India (country of birth),2016,Household composition,Lone person household,5,580
India (country of birth),2016,Household composition,Group household,6,1464
India (country of birth),2016,Household composition,Visitors only,7,33
India (country of birth),2016,Household composition,Other non-classifiable,8,4
India (country of birth),2016,Household composition,Not applicable,9,408
India (country of birth),2016,Household composition,Family household,1,3672
India (country of birth),2016,Household composition,Lone person household,2,580
India (country of birth),2016,Household composition,Group household,3,1464
India (country of birth),2016,Household composition,Visitors only,4,33
India (country of birth),2016,Household composition,Other non-classifiable,5,4
India (country of birth),2016,Household composition,Not applicable,6,408
India (country of birth),2016,Housing type,Separate house,1,34
India (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with one storey",2,37
India (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with two or more storeys",3,139
India (country of birth),2016,Housing type,Flat or apartment in a one or two storey block,4,109
India (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,282
India (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,5104
India (country of birth),2016,Housing type,Flat or apartment attached to a house,7,4
India (country of birth),2016,Housing type,Caravan,8,0
India (country of birth),2016,Housing type,"Cabin, houseboat",9,0
India (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,0
India (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,6
India (country of birth),2016,Housing type,Not stated,12,31
India (country of birth),2016,Housing type,Not applicable,13,408
India (country of birth),2016,Housing tenure,Owned outright,1,93
India (country of birth),2016,Housing tenure,Owned with a mortgage,2,308
India (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,4
India (country of birth),2016,Housing tenure,Rented,4,5165
India (country of birth),2016,Housing tenure,Being occupied rent-free,5,21
India (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,11
India (country of birth),2016,Housing tenure,Other tenure type,7,8
India (country of birth),2016,Housing tenure,Not stated,8,144
India (country of birth),2016,Housing tenure,Not applicable,9,408
Indonesia (country of birth),2016,Age,0-4 years,1,3
Indonesia (country of birth),2016,Age,5-14 years,2,19
Indonesia (country of birth),2016,Age,15-19 years,3,744
Indonesia (country of birth),2016,Age,20-24 years,4,1284
Indonesia (country of birth),2016,Age,25-29 years,5,503
Indonesia (country of birth),2016,Age,30-34 years,6,358
Indonesia (country of birth),2016,Age,35-39 years,7,170
Indonesia (country of birth),2016,Age,40-44 years,8,64
Indonesia (country of birth),2016,Age,45-49 years,9,22
Indonesia (country of birth),2016,Age,50-54 years,10,24
Indonesia (country of birth),2016,Age,55-59 years,11,13
Indonesia (country of birth),2016,Age,60-64 years,12,29
Indonesia (country of birth),2016,Age,65+ years,13,46
Indonesia (country of birth),2016,Proficiency in English,Speaks English only,1,248
Indonesia (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,1511
Indonesia (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,1421
Indonesia (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,81
Indonesia (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,6
Indonesia (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,3
Indonesia (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,14
Indonesia (country of birth),2016,Educational institution attendance,Preschool,1,0
Indonesia (country of birth),2016,Educational institution attendance,Infants/Primary,2,6
Indonesia (country of birth),2016,Educational institution attendance,Secondary,3,24
Indonesia (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,182
Indonesia (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,1738
Indonesia (country of birth),2016,Educational institution attendance,Other,6,75
Indonesia (country of birth),2016,Educational institution attendance,Not stated,7,27
Indonesia (country of birth),2016,Educational institution attendance,Not applicable,8,1212
Indonesia (country of birth),2016,Level of education,Postgraduate Degree Level,1,358
Indonesia (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,47
Indonesia (country of birth),2016,Level of education,Bachelor Degree Level,3,1086
Indonesia (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,336
Indonesia (country of birth),2016,Level of education,Certificate Level,5,89
Indonesia (country of birth),2016,Level of education,Level of education inadequately described,6,30
Indonesia (country of birth),2016,Level of education,Level of education not stated,7,46
Indonesia (country of birth),2016,Level of education,Not applicable,8,1286
Indonesia (country of birth),2016,Religious affiliation,Buddhism,2,504
Indonesia (country of birth),2016,Religious affiliation,Christianity,1,1972
Indonesia (country of birth),2016,Religious affiliation,Hinduism,5,36
Indonesia (country of birth),2016,Religious affiliation,Islam,3,346
Indonesia (country of birth),2016,Religious affiliation,Judaism,7,0
Indonesia (country of birth),2016,Religious affiliation,Other Religions,6,9
Indonesia (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,4,273
Indonesia (country of birth),2016,Religious affiliation,Inadequately described,8,3
Indonesia (country of birth),2016,Religious affiliation,Not stated,9,137
Indonesia (country of birth),2016,Year of arrival,Before 2000,1,277
Indonesia (country of birth),2016,Year of arrival,2000-2005,2,331
Indonesia (country of birth),2016,Year of arrival,2006-2010,3,464
Indonesia (country of birth),2016,Year of arrival,2011-2015,4,1715
Indonesia (country of birth),2016,Year of arrival,Arrived 2016,5,444
Indonesia (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,17
Indonesia (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,3231
Indonesia (country of birth),2016,Need for assistance with core activities,Not stated,3,35
Indonesia (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,3147
Indonesia (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,59
Indonesia (country of birth),2016,Providing paid assistance,Not stated,3,45
Indonesia (country of birth),2016,Providing paid assistance,Not applicable,4,25
Indonesia (country of birth),2016,Providing child care,Did not provide child care,1,3002
Indonesia (country of birth),2016,Providing child care,Provided child care,2,214
Indonesia (country of birth),2016,Providing child care,Not stated,3,42
Indonesia (country of birth),2016,Providing child care,Not applicable,4,25
Indonesia (country of birth),2016,Labour force status - detailed,"Employed, worked full-time",1,744
Indonesia (country of birth),2016,Labour force status - detailed,"Employed, worked part-time",2,547
Indonesia (country of birth),2016,Labour force status - detailed,"Employed, away from work",3,69
Indonesia (country of birth),2016,Labour force status - detailed,"Unemployed, looking for full-time work",4,90
Indonesia (country of birth),2016,Labour force status - detailed,"Unemployed, looking for part-time work",5,273
Indonesia (country of birth),2016,Labour force status - detailed,Not in the labour force,6,1519
Indonesia (country of birth),2016,Labour force status - detailed,Not stated,7,13
Indonesia (country of birth),2016,Labour force status - detailed,Not applicable,8,25
Indonesia (country of birth),2016,Labour force status - overview,Employed,1,1360
Indonesia (country of birth),2016,Labour force status - overview,Unemployed,2,363
Indonesia (country of birth),2016,Labour force status - overview,Not in the labour force,3,1519
Indonesia (country of birth),2016,Labour force status - overview,Not stated,4,13
Indonesia (country of birth),2016,Labour force status - overview,Not applicable,5,25
Indonesia (country of birth),2016,Occupation,Managers,7,124
Indonesia (country of birth),2016,Occupation,Professionals,1,463
Indonesia (country of birth),2016,Occupation,Technicians and Trades Workers,5,137
Indonesia (country of birth),2016,Occupation,Community and Personal Service Workers,2,175
Indonesia (country of birth),2016,Occupation,Clerical and Administrative Workers,3,153
Indonesia (country of birth),2016,Occupation,Sales Workers,4,148
Indonesia (country of birth),2016,Occupation,Machinery Operators and Drivers,8,12
Indonesia (country of birth),2016,Occupation,Labourers,6,130
Indonesia (country of birth),2016,Occupation,Inadequately described,9,10
Indonesia (country of birth),2016,Occupation,Not stated,10,8
Indonesia (country of birth),2016,Occupation,Not applicable,11,1918
Indonesia (country of birth),2016,Personal weekly income - detailed,Negative income,1,20
Indonesia (country of birth),2016,Personal weekly income - detailed,Nil income,2,1148
Indonesia (country of birth),2016,Personal weekly income - detailed,$1 - $149,3,171
Indonesia (country of birth),2016,Personal weekly income - detailed,$150 - $299,4,211
Indonesia (country of birth),2016,Personal weekly income - detailed,$300 - $399,5,197
Indonesia (country of birth),2016,Personal weekly income - detailed,$400 - $499,6,178
Indonesia (country of birth),2016,Personal weekly income - detailed,$500 - $649,7,231
Indonesia (country of birth),2016,Personal weekly income - detailed,$650 - $799,8,171
Indonesia (country of birth),2016,Personal weekly income - detailed,$800 - $999,9,196
Indonesia (country of birth),2016,Personal weekly income - detailed,"$1,000 - $1,249",10,239
Indonesia (country of birth),2016,Personal weekly income - detailed,"$1,250 - $1,499",11,140
Indonesia (country of birth),2016,Personal weekly income - detailed,"$1,500 - $1,749",12,128
Indonesia (country of birth),2016,Personal weekly income - detailed,"$1,750 - $1,999",13,67
Indonesia (country of birth),2016,Personal weekly income - detailed,"$2,000 - $2,999",14,73
Indonesia (country of birth),2016,Personal weekly income - detailed,"$3,000 or more",15,23
Indonesia (country of birth),2016,Personal weekly income - detailed,Not stated,16,53
Indonesia (country of birth),2016,Personal weekly income - detailed,Not applicable,17,25
Indonesia (country of birth),2016,Personal weekly income - overview,Less than $500 (Low),1,1925
Indonesia (country of birth),2016,Personal weekly income - overview,"$500 - $1,749 (Moderate)",2,1105
Indonesia (country of birth),2016,Personal weekly income - overview,"$1,750 or more (High)",3,163
Indonesia (country of birth),2016,Personal weekly income - overview,Not stated,4,53
Indonesia (country of birth),2016,Personal weekly income - overview,Not applicable,5,25
Indonesia (country of birth),2016,Household composition,One family household with only family members present,1,1150
Indonesia (country of birth),2016,Household composition,One family household with non-family members present,2,200
Indonesia (country of birth),2016,Household composition,Two family household,3,20
Indonesia (country of birth),2016,Household composition,Three or more family household,4,0
Indonesia (country of birth),2016,Household composition,Lone person household,5,780
Indonesia (country of birth),2016,Household composition,Group household,6,989
Indonesia (country of birth),2016,Household composition,Visitors only,7,24
Indonesia (country of birth),2016,Household composition,Other non-classifiable,8,0
Indonesia (country of birth),2016,Household composition,Not applicable,9,159
Indonesia (country of birth),2016,Household composition,Family household,1,1370
Indonesia (country of birth),2016,Household composition,Lone person household,2,780
Indonesia (country of birth),2016,Household composition,Group household,3,989
Indonesia (country of birth),2016,Household composition,Visitors only,4,24
Indonesia (country of birth),2016,Household composition,Other non-classifiable,5,0
Indonesia (country of birth),2016,Household composition,Not applicable,6,159
Indonesia (country of birth),2016,Housing type,Separate house,1,20
Indonesia (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with one storey",2,11
Indonesia (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with two or more storeys",3,66
Indonesia (country of birth),2016,Housing type,Flat or apartment in a one or two storey block,4,38
Indonesia (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,70
Indonesia (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,2936
Indonesia (country of birth),2016,Housing type,Flat or apartment attached to a house,7,0
Indonesia (country of birth),2016,Housing type,Caravan,8,0
Indonesia (country of birth),2016,Housing type,"Cabin, houseboat",9,0
Indonesia (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,0
Indonesia (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,0
Indonesia (country of birth),2016,Housing type,Not stated,12,24
Indonesia (country of birth),2016,Housing type,Not applicable,13,159
Indonesia (country of birth),2016,Housing tenure,Owned outright,1,483
Indonesia (country of birth),2016,Housing tenure,Owned with a mortgage,2,542
Indonesia (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,3
Indonesia (country of birth),2016,Housing tenure,Rented,4,1886
Indonesia (country of birth),2016,Housing tenure,Being occupied rent-free,5,108
Indonesia (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,35
Indonesia (country of birth),2016,Housing tenure,Other tenure type,7,24
Indonesia (country of birth),2016,Housing tenure,Not stated,8,94
Indonesia (country of birth),2016,Housing tenure,Not applicable,9,159
England (country of birth),2016,Age,0-4 years,1,20
England (country of birth),2016,Age,5-14 years,2,61
England (country of birth),2016,Age,15-19 years,3,105
England (country of birth),2016,Age,20-24 years,4,350
England (country of birth),2016,Age,25-29 years,5,473
England (country of birth),2016,Age,30-34 years,6,408
England (country of birth),2016,Age,35-39 years,7,281
England (country of birth),2016,Age,40-44 years,8,222
England (country of birth),2016,Age,45-49 years,9,215
England (country of birth),2016,Age,50-54 years,10,237
England (country of birth),2016,Age,55-59 years,11,178
England (country of birth),2016,Age,60-64 years,12,169
England (country of birth),2016,Age,65+ years,13,425
England (country of birth),2016,Proficiency in English,Speaks English only,1,2981
England (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,128
England (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,19
England (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,7
England (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,0
England (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,14
England (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,3
England (country of birth),2016,Educational institution attendance,Preschool,1,7
England (country of birth),2016,Educational institution attendance,Infants/Primary,2,33
England (country of birth),2016,Educational institution attendance,Secondary,3,32
England (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,30
England (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,354
England (country of birth),2016,Educational institution attendance,Other,6,25
England (country of birth),2016,Educational institution attendance,Not stated,7,40
England (country of birth),2016,Educational institution attendance,Not applicable,8,2613
England (country of birth),2016,Level of education,Postgraduate Degree Level,1,491
England (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,140
England (country of birth),2016,Level of education,Bachelor Degree Level,3,1085
England (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,311
England (country of birth),2016,Level of education,Certificate Level,5,257
England (country of birth),2016,Level of education,Level of education inadequately described,6,46
England (country of birth),2016,Level of education,Level of education not stated,7,51
England (country of birth),2016,Level of education,Not applicable,8,764
England (country of birth),2016,Religious affiliation,Buddhism,5,18
England (country of birth),2016,Religious affiliation,Christianity,2,930
England (country of birth),2016,Religious affiliation,Hinduism,3.5,19
England (country of birth),2016,Religious affiliation,Islam,6.5,17
England (country of birth),2016,Religious affiliation,Judaism,3.5,19
England (country of birth),2016,Religious affiliation,Other Religions,6.5,17
England (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,1,1978
England (country of birth),2016,Religious affiliation,Inadequately described,8,30
England (country of birth),2016,Religious affiliation,Not stated,9,119
England (country of birth),2016,Year of arrival,Before 2000,1,1380
England (country of birth),2016,Year of arrival,2000-2005,2,275
England (country of birth),2016,Year of arrival,2006-2010,3,341
England (country of birth),2016,Year of arrival,2011-2015,4,846
England (country of birth),2016,Year of arrival,Arrived 2016,5,169
England (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,50
England (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,3047
England (country of birth),2016,Need for assistance with core activities,Not stated,3,37
England (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,2844
England (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,176
England (country of birth),2016,Providing paid assistance,Not stated,3,44
England (country of birth),2016,Providing paid assistance,Not applicable,4,79
England (country of birth),2016,Providing child care,Did not provide child care,1,2607
England (country of birth),2016,Providing child care,Provided child care,2,418
England (country of birth),2016,Providing child care,Not stated,3,44
England (country of birth),2016,Providing child care,Not applicable,4,79
England (country of birth),2016,Labour force status - detailed,"Employed, worked full-time",1,1704
England (country of birth),2016,Labour force status - detailed,"Employed, worked part-time",2,502
England (country of birth),2016,Labour force status - detailed,"Employed, away from work",3,85
England (country of birth),2016,Labour force status - detailed,"Unemployed, looking for full-time work",4,73
England (country of birth),2016,Labour force status - detailed,"Unemployed, looking for part-time work",5,57
England (country of birth),2016,Labour force status - detailed,Not in the labour force,6,632
England (country of birth),2016,Labour force status - detailed,Not stated,7,16
England (country of birth),2016,Labour force status - detailed,Not applicable,8,79
England (country of birth),2016,Labour force status - overview,Employed,1,2291
England (country of birth),2016,Labour force status - overview,Unemployed,2,130
England (country of birth),2016,Labour force status - overview,Not in the labour force,3,632
England (country of birth),2016,Labour force status - overview,Not stated,4,16
England (country of birth),2016,Labour force status - overview,Not applicable,5,79
England (country of birth),2016,Occupation,Managers,2,451
England (country of birth),2016,Occupation,Professionals,1,996
England (country of birth),2016,Occupation,Technicians and Trades Workers,5,152
England (country of birth),2016,Occupation,Community and Personal Service Workers,4,183
England (country of birth),2016,Occupation,Clerical and Administrative Workers,3,249
England (country of birth),2016,Occupation,Sales Workers,6,135
England (country of birth),2016,Occupation,Machinery Operators and Drivers,8,25
England (country of birth),2016,Occupation,Labourers,7,67
England (country of birth),2016,Occupation,Inadequately described,9,25
England (country of birth),2016,Occupation,Not stated,10,9
England (country of birth),2016,Occupation,Not applicable,11,848
England (country of birth),2016,Personal weekly income - detailed,Negative income,1,18
England (country of birth),2016,Personal weekly income - detailed,Nil income,2,210
England (country of birth),2016,Personal weekly income - detailed,$1 - $149,3,77
England (country of birth),2016,Personal weekly income - detailed,$150 - $299,4,108
England (country of birth),2016,Personal weekly income - detailed,$300 - $399,5,95
England (country of birth),2016,Personal weekly income - detailed,$400 - $499,6,119
England (country of birth),2016,Personal weekly income - detailed,$500 - $649,7,144
England (country of birth),2016,Personal weekly income - detailed,$650 - $799,8,177
England (country of birth),2016,Personal weekly income - detailed,$800 - $999,9,268
England (country of birth),2016,Personal weekly income - detailed,"$1,000 - $1,249",10,327
England (country of birth),2016,Personal weekly income - detailed,"$1,250 - $1,499",11,266
England (country of birth),2016,Personal weekly income - detailed,"$1,500 - $1,749",12,233
England (country of birth),2016,Personal weekly income - detailed,"$1,750 - $1,999",13,173
England (country of birth),2016,Personal weekly income - detailed,"$2,000 - $2,999",14,418
England (country of birth),2016,Personal weekly income - detailed,"$3,000 or more",15,380
England (country of birth),2016,Personal weekly income - detailed,Not stated,16,51
England (country of birth),2016,Personal weekly income - detailed,Not applicable,17,79
England (country of birth),2016,Personal weekly income - overview,Less than $500 (Low),1,627
England (country of birth),2016,Personal weekly income - overview,"$500 - $1,749 (Moderate)",2,1415
England (country of birth),2016,Personal weekly income - overview,"$1,750 or more (High)",3,971
England (country of birth),2016,Personal weekly income - overview,Not stated,4,51
England (country of birth),2016,Personal weekly income - overview,Not applicable,5,79
England (country of birth),2016,Household composition,One family household with only family members present,1,1687
England (country of birth),2016,Household composition,One family household with non-family members present,2,117
England (country of birth),2016,Household composition,Two family household,3,3
England (country of birth),2016,Household composition,Three or more family household,4,0
England (country of birth),2016,Household composition,Lone person household,5,584
England (country of birth),2016,Household composition,Group household,6,457
England (country of birth),2016,Household composition,Visitors only,7,75
England (country of birth),2016,Household composition,Other non-classifiable,8,4
England (country of birth),2016,Household composition,Not applicable,9,878
England (country of birth),2016,Household composition,Family household,1,1807
England (country of birth),2016,Household composition,Lone person household,2,584
England (country of birth),2016,Household composition,Group household,3,457
England (country of birth),2016,Household composition,Visitors only,4,75
England (country of birth),2016,Household composition,Other non-classifiable,5,4
England (country of birth),2016,Household composition,Not applicable,6,878
England (country of birth),2016,Housing type,Separate house,1,176
England (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with one storey",2,216
England (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with two or more storeys",3,470
England (country of birth),2016,Housing type,Flat or apartment in a one or two storey block,4,116
England (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,307
England (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,1613
England (country of birth),2016,Housing type,Flat or apartment attached to a house,7,0
England (country of birth),2016,Housing type,Caravan,8,0
England (country of birth),2016,Housing type,"Cabin, houseboat",9,0
England (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,3
England (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,12
England (country of birth),2016,Housing type,Not stated,12,20
England (country of birth),2016,Housing type,Not applicable,13,878
England (country of birth),2016,Housing tenure,Owned outright,1,532
England (country of birth),2016,Housing tenure,Owned with a mortgage,2,509
England (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,5
England (country of birth),2016,Housing tenure,Rented,4,1764
England (country of birth),2016,Housing tenure,Being occupied rent-free,5,43
England (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,4
England (country of birth),2016,Housing tenure,Other tenure type,7,14
England (country of birth),2016,Housing tenure,Not stated,8,64
England (country of birth),2016,Housing tenure,Not applicable,9,878
Korea (country of birth),2016,Age,0-4 years,1,13
Korea (country of birth),2016,Age,5-14 years,2,21
Korea (country of birth),2016,Age,15-19 years,3,102
Korea (country of birth),2016,Age,20-24 years,4,855
Korea (country of birth),2016,Age,25-29 years,5,1037
Korea (country of birth),2016,Age,30-34 years,6,641
Korea (country of birth),2016,Age,35-39 years,7,247
Korea (country of birth),2016,Age,40-44 years,8,94
Korea (country of birth),2016,Age,45-49 years,9,48
Korea (country of birth),2016,Age,50-54 years,10,33
Korea (country of birth),2016,Age,55-59 years,11,16
Korea (country of birth),2016,Age,60-64 years,12,8
Korea (country of birth),2016,Age,65+ years,13,7
Korea (country of birth),2016,Proficiency in English,Speaks English only,1,355
Korea (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,574
Korea (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,1229
Korea (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,861
Korea (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,60
Korea (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,4
Korea (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,27
Korea (country of birth),2016,Educational institution attendance,Preschool,1,3
Korea (country of birth),2016,Educational institution attendance,Infants/Primary,2,10
Korea (country of birth),2016,Educational institution attendance,Secondary,3,21
Korea (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,502
Korea (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,483
Korea (country of birth),2016,Educational institution attendance,Other,6,258
Korea (country of birth),2016,Educational institution attendance,Not stated,7,69
Korea (country of birth),2016,Educational institution attendance,Not applicable,8,1764
Korea (country of birth),2016,Level of education,Postgraduate Degree Level,1,140
Korea (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,12
Korea (country of birth),2016,Level of education,Bachelor Degree Level,3,748
Korea (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,480
Korea (country of birth),2016,Level of education,Certificate Level,5,192
Korea (country of birth),2016,Level of education,Level of education inadequately described,6,39
Korea (country of birth),2016,Level of education,Level of education not stated,7,68
Korea (country of birth),2016,Level of education,Not applicable,8,1443
Korea (country of birth),2016,Religious affiliation,Buddhism,3,170
Korea (country of birth),2016,Religious affiliation,Christianity,2,947
Korea (country of birth),2016,Religious affiliation,Hinduism,6,0
Korea (country of birth),2016,Religious affiliation,Islam,4,5
Korea (country of birth),2016,Religious affiliation,Judaism,6,0
Korea (country of birth),2016,Religious affiliation,Other Religions,6,0
Korea (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,1,1930
Korea (country of birth),2016,Religious affiliation,Inadequately described,8,10
Korea (country of birth),2016,Religious affiliation,Not stated,9,53
Korea (country of birth),2016,Year of arrival,Before 2000,1,123
Korea (country of birth),2016,Year of arrival,2000-2005,2,301
Korea (country of birth),2016,Year of arrival,2006-2010,3,578
Korea (country of birth),2016,Year of arrival,2011-2015,4,1379
Korea (country of birth),2016,Year of arrival,Arrived 2016,5,415
Korea (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,12
Korea (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,3050
Korea (country of birth),2016,Need for assistance with core activities,Not stated,3,49
Korea (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,2895
Korea (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,104
Korea (country of birth),2016,Providing paid assistance,Not stated,3,81
Korea (country of birth),2016,Providing paid assistance,Not applicable,4,33
Korea (country of birth),2016,Providing child care,Did not provide child care,1,2887
Korea (country of birth),2016,Providing child care,Provided child care,2,138
Korea (country of birth),2016,Providing child care,Not stated,3,56
Korea (country of birth),2016,Providing child care,Not applicable,4,33
Korea (country of birth),2016,Labour force status - detailed,"Employed, worked full-time",1,803
Korea (country of birth),2016,Labour force status - detailed,"Employed, worked part-time",2,887
Korea (country of birth),2016,Labour force status - detailed,"Employed, away from work",3,66
Korea (country of birth),2016,Labour force status - detailed,"Unemployed, looking for full-time work",4,108
Korea (country of birth),2016,Labour force status - detailed,"Unemployed, looking for part-time work",5,164
Korea (country of birth),2016,Labour force status - detailed,Not in the labour force,6,1036
Korea (country of birth),2016,Labour force status - detailed,Not stated,7,22
Korea (country of birth),2016,Labour force status - detailed,Not applicable,8,33
Korea (country of birth),2016,Labour force status - overview,Employed,1,1756
Korea (country of birth),2016,Labour force status - overview,Unemployed,2,272
Korea (country of birth),2016,Labour force status - overview,Not in the labour force,3,1036
Korea (country of birth),2016,Labour force status - overview,Not stated,4,22
Korea (country of birth),2016,Labour force status - overview,Not applicable,5,33
Korea (country of birth),2016,Occupation,Managers,5,139
Korea (country of birth),2016,Occupation,Professionals,3,227
Korea (country of birth),2016,Occupation,Technicians and Trades Workers,1,526
Korea (country of birth),2016,Occupation,Community and Personal Service Workers,2,404
Korea (country of birth),2016,Occupation,Clerical and Administrative Workers,7,65
Korea (country of birth),2016,Occupation,Sales Workers,6,113
Korea (country of birth),2016,Occupation,Machinery Operators and Drivers,8,15
Korea (country of birth),2016,Occupation,Labourers,4,226
Korea (country of birth),2016,Occupation,Inadequately described,9,10
Korea (country of birth),2016,Occupation,Not stated,10,26
Korea (country of birth),2016,Occupation,Not applicable,11,1362
Korea (country of birth),2016,Personal weekly income - detailed,Negative income,1,74
Korea (country of birth),2016,Personal weekly income - detailed,Nil income,2,709
Korea (country of birth),2016,Personal weekly income - detailed,$1 - $149,3,88
Korea (country of birth),2016,Personal weekly income - detailed,$150 - $299,4,203
Korea (country of birth),2016,Personal weekly income - detailed,$300 - $399,5,331
Korea (country of birth),2016,Personal weekly income - detailed,$400 - $499,6,279
Korea (country of birth),2016,Personal weekly income - detailed,$500 - $649,7,304
Korea (country of birth),2016,Personal weekly income - detailed,$650 - $799,8,295
Korea (country of birth),2016,Personal weekly income - detailed,$800 - $999,9,278
Korea (country of birth),2016,Personal weekly income - detailed,"$1,000 - $1,249",10,253
Korea (country of birth),2016,Personal weekly income - detailed,"$1,250 - $1,499",11,65
Korea (country of birth),2016,Personal weekly income - detailed,"$1,500 - $1,749",12,44
